feature_idx,pearson_r,pearson_p_emp,pearson_sig,spearman_rho,spearman_p,n_used
0,0.06268751206296413,0.5134865134865135,False,0.09293707580939736,0.32754482781818045,113
1,0.06366917762735336,0.4995004995004995,False,0.09831146410356964,0.3002219565360929,113
2,0.08432786862804398,0.34765234765234765,False,0.09322953069291304,0.32601828793579973,113
3,-0.03378453969608096,0.6883116883116883,False,-0.027188927190685122,0.7533645364289274,136
4,0.09768640386659208,0.24875124875124874,False,0.10458682095478113,0.22560819390011472,136
5,-0.03384297705424648,0.6973026973026973,False,-0.056577763108019305,0.5129581010326288,136
6,0.1396062565977428,0.11488511488511488,False,0.1565970387618351,0.06866578982667065,136
7,-0.01921456687260666,0.8211788211788211,False,-0.028919684111540514,0.7382169444823292,136
8,0.02282514534017594,0.7722277722277723,False,0.06499089471346958,0.4522212744494957,136
9,0.008073884253080463,0.9210789210789211,False,0.048367664194351345,0.5760388391285605,136
10,-0.01887884955994168,0.8391608391608392,False,-0.0031152802809279595,0.9738757407142917,113
11,0.051850600166845943,0.5714285714285714,False,-0.008629538301999015,0.9277190665383491,113
12,0.08786597327806016,0.34465534465534464,False,0.08889356915905006,0.3491186080752793,113
13,0.05594426250328328,0.5624375624375625,False,0.07500831990691408,0.4297630852463871,113
14,0.027315601638208904,0.7522477522477522,False,-0.07082494352966798,0.4560025720256746,113
15,-0.15088345703918699,0.11188811188811189,False,-0.06142824096801186,0.5180581696640361,113
16,-0.040976746961590954,0.6363636363636364,False,-0.07371558455224331,0.43777775729560653,113
17,-0.11606822155087809,0.22077922077922077,False,-0.02739751256587517,0.7733043011645515,113
18,-0.10965444002532745,0.25074925074925075,False,-0.13091806437728212,0.1669222247668086,113
19,-0.14405387212587512,0.12887112887112886,False,-0.1354956190757885,0.15244983251835262,113
20,-0.000526191744414737,0.996003996003996,False,-0.0250917813103312,0.7919300597869182,113
21,0.04772219282631441,0.5824175824175825,False,0.11482456883077409,0.22587984018484145,113
22,-0.04472027736410217,0.6023976023976024,False,-0.05867314578467289,0.4974485672087807,136
23,-0.062039692873732226,0.43956043956043955,False,-0.10111315292121037,0.24148128669551838,136
24,0.05833820577842819,0.48451548451548454,False,0.06810236782961412,0.4308208755588468,136
25,-0.08490398865351753,0.35264735264735264,False,-0.06267430574496506,0.4685327979798506,136
26,-0.061946647820340484,0.45454545454545453,False,-0.07096589543181593,0.4116495280597132,136
27,0.04886176313734303,0.5654345654345654,False,0.0006879272592726013,0.9936580879557977,136
28,0.06822776015282334,0.42157842157842157,False,0.07676830662575113,0.374372473509945,136
29,0.06638415509180283,0.44555444555444557,False,0.08048748933489266,0.3516023159046015,136
30,-0.1266812857424881,0.12387612387612387,False,-0.11575652327406569,0.17959694026977294,136
31,-0.06416788913814113,0.45254745254745254,False,-0.05205154205937776,0.5472904351524733,136
32,-0.0007468498594005654,0.993006993006993,False,0.07119925591552675,0.4101095530041518,136
33,0.03689551894046657,0.6753246753246753,False,0.042488623903977195,0.623322799816411,136
34,0.0067481773346124985,0.9400599400599401,False,0.006390674079956301,0.9411374855073018,136
35,0.012113704781366308,0.8811188811188811,False,0.05606971788827383,0.5167556977292164,136
36,0.032346682221258166,0.7172827172827173,False,0.03382025426946824,0.6958860051844833,136
37,0.017028777760315014,0.8631368631368631,False,0.06145645572059911,0.4772353433256118,136
38,0.02996722301083017,0.7142857142857143,False,0.051159424376858206,0.5541875420536767,136
39,0.028681916422195572,0.7292707292707292,False,0.06257221053334158,0.46925900088026445,136
40,0.14102014892272138,0.09290709290709291,False,0.12873233850373733,0.13527257716736704,136
41,0.10805084902142982,0.18681318681318682,False,0.14368928700657913,0.09513807622884848,136
42,0.01579833312935184,0.8501498501498501,False,-0.0005809703709051227,0.9946440936249482,136
43,0.03875358780492463,0.6393606393606394,False,0.05919577603465033,0.4936190216763581,136
44,0.21881625721137749,0.07792207792207792,False,0.2056743552954102,0.10300666594606261,64
45,0.18553764494663746,0.13886113886113885,False,0.1925630817386928,0.12739657861527534,64
46,-0.06897557991625106,0.4165834165834166,False,-0.05175254893962326,0.5495973145048223,136
47,-0.042412158449560255,0.5984015984015985,False,-0.01534102096561589,0.8593005634788976,136
48,0.011699830458505603,0.9000999000999002,False,0.012918906245449925,0.8813369245498911,136
