feature_idx,pearson_r,pearson_p_emp,pearson_sig,spearman_rho,spearman_p,n_used
0,0.29733790125596476,0.000999000999000999,True,0.3170640493123067,0.0006223303671764755,113
1,0.1859200136763572,0.04295704295704296,False,0.33994259588626097,0.00022978595331919288,113
2,0.18556361945958294,0.03896103896103896,False,0.30825787282894757,0.0008948133298580647,113
3,0.32413557551021843,0.000999000999000999,True,0.3187814381846242,0.00015528943246603797,136
4,0.26527868188506204,0.003996003996003996,True,0.34069956052223593,4.935908853098965e-05,136
5,0.24272599456706945,0.004995004995004995,True,0.2245746504681414,0.008577323889639037,136
6,0.1419739088422356,0.10789210789210789,False,0.1921662526424498,0.02500854575007875,136
7,0.3937195412967411,0.000999000999000999,True,0.42188797854386706,3.129563962828995e-07,136
8,0.2558098570122078,0.007992007992007992,True,0.38487065211226346,3.7211026125394643e-06,136
9,0.25031781318787816,0.002997002997002997,True,0.383282978169124,4.110973297659229e-06,136
10,-0.08550561687949125,0.36563436563436563,False,-0.10902229948408622,0.250363358400939,113
11,0.0953046225121953,0.31868131868131866,False,0.10646634011652034,0.26170832479018963,113
12,0.023866314008532834,0.8121878121878122,False,0.05892466196156752,0.5352891938342453,113
13,0.032612112909986606,0.7342657342657343,False,0.0606925686040601,0.5230919615773499,113
14,0.2214762502933098,0.015984015984015984,True,0.23242551880297618,0.013239135299309398,113
15,-0.45884013880626734,0.000999000999000999,True,-0.4687954708224569,1.6329518960731215e-07,113
16,0.1774843802817256,0.059940059940059943,False,0.12662631326852847,0.18139361800406556,113
17,-0.4705878809902563,0.000999000999000999,True,-0.49047734473981824,3.494766004209424e-08,113
18,-0.29976310917756166,0.001998001998001998,True,-0.25603374382607236,0.006196536663650075,113
19,-0.38044228320952744,0.000999000999000999,True,-0.37599288086501215,4.059592085480059e-05,113
20,-0.27108687923206687,0.000999000999000999,True,-0.23669518012824117,0.011599359172316978,113
21,-0.4213711183978761,0.000999000999000999,True,-0.43419620355971367,1.5492468929044527e-06,113
22,0.17598007413521255,0.04095904095904096,False,0.2029052715529557,0.01783048226872267,136
23,0.0746688911905291,0.4095904095904096,False,0.18547888140107457,0.030628470416409877,136
24,-0.1703444881243279,0.04495504495504495,False,-0.1752134316986489,0.04132314053352744,136
25,0.2185731696896936,0.008991008991008992,True,0.24425408200391932,0.00416071224421352,136
26,0.19693277330777126,0.023976023976023976,True,0.22553135593901052,0.008291796253927305,136
27,0.09454649230449427,0.28471528471528473,False,0.10445549507316834,0.22619456273962896,136
28,-0.1832466343610035,0.029970029970029972,False,-0.1890928363172827,0.02747106206967076,136
29,-0.005392251070238663,0.948051948051948,False,-0.04488383716582503,0.6038575476726703,136
30,0.01675856389518173,0.8611388611388612,False,-0.007658427294307334,0.9294882155211427,136
31,0.15788975666777497,0.06793206793206794,False,0.1806738281736344,0.03529936933897771,136
32,0.08053095950101308,0.3856143856143856,False,0.07093492713759131,0.4118541463666602,136
33,0.03311836421294946,0.7042957042957043,False,0.03203767445572986,0.7111837555931633,136
34,0.07582493818549858,0.3786213786213786,False,0.044857527765376146,0.6040698841742347,136
35,-0.2159447036884066,0.005994005994005994,True,-0.23676786169436842,0.005515887408172369,136
36,0.20483085775522875,0.015984015984015984,True,0.18023613542071176,0.03575322867635179,136
37,-0.16988936237455562,0.06393606393606394,False,-0.21600974474018556,0.011545965564786957,136
38,0.007406735367822312,0.938061938061938,False,-0.021356057873476053,0.805077238918292,136
39,-0.11184416819998859,0.18981018981018982,False,-0.16986544811649046,0.04803460031334666,136
40,0.2816192448642373,0.000999000999000999,True,0.26681798053436767,0.001689405291247688,136
41,0.19917958319000068,0.023976023976023976,True,0.16275951823161006,0.05832993129995909,136
42,0.34227019439814,0.000999000999000999,True,0.32507177665558873,0.00011275102739929674,136
43,0.3952074863746258,0.000999000999000999,True,0.3996948033833805,1.4307986493773396e-06,136
44,0.21157121413802848,0.09090909090909091,False,0.2677671773164013,0.032423712218621406,64
45,-0.013999489623411274,0.9150849150849151,False,-0.029165035608218703,0.8190474055113486,64
46,-0.46249280298937234,0.000999000999000999,True,-0.4755352378228533,4.905549653026134e-09,136
47,-0.3089674504996335,0.000999000999000999,True,-0.3530960716610226,2.4823605660072827e-05,136
48,-0.4228892142613154,0.000999000999000999,True,-0.4694644094676681,8.144323837537804e-09,136
