feature_idx,pearson_r,pearson_p_emp,pearson_sig,spearman_rho,spearman_p,n_used
0,0.0016614305194993968,0.987012987012987,False,0.0343392944714244,0.7180399643324327,113
1,-0.030343530902076907,0.7332667332667333,False,0.09510604939899275,0.3163321003568785,113
2,-0.004152283429321706,0.97002997002997,False,0.08628988560525125,0.3634706197937185,113
3,0.06972534591724198,0.41058941058941056,False,0.06726177735828283,0.43654436735838786,136
4,0.08426166210879281,0.3276723276723277,False,0.15409632164787795,0.07326384749910553,136
5,0.028972131670791525,0.7522477522477522,False,0.008099408855916673,0.925439448543011,136
6,0.030278326004118117,0.7342657342657343,False,0.07105566017160253,0.4110567582290108,136
7,0.13693005472692582,0.1108891108891109,False,0.1564590514660968,0.06891324199279172,136
8,0.04000775747571035,0.6323676323676324,False,0.16283769795185,0.058207512044481345,136
9,0.04564600636565721,0.5754245754245755,False,0.1604691259952107,0.06201128414342915,136
10,0.004160811875550671,0.968031968031968,False,-0.015331544383677363,0.8719564095693505,113
11,0.002366329753787722,0.978021978021978,False,0.002679339855254448,0.9775304387883548,113
12,-0.09166688342568743,0.35364635364635366,False,-0.05692650800787086,0.5492430833026029,113
13,-0.12245411232057167,0.1918081918081918,False,-0.08486819506981011,0.37145871134798836,113
14,0.10437642845004115,0.2777222777222777,False,0.12960517890102885,0.171255220338669,113
15,-0.2187916877964409,0.01998001998001998,True,-0.23385968071003482,0.012667110298677432,113
16,0.15982978570610018,0.08891108891108891,False,0.17119593634020627,0.06982983690988162,113
17,-0.22973473410807765,0.015984015984015984,True,-0.24836260664554088,0.007990472933533445,113
18,-0.21667881319000176,0.025974025974025976,True,-0.18598908904182307,0.04856925936025042,113
19,-0.2997564757997534,0.001998001998001998,True,-0.3073038772761227,0.0009301009511101669,113
20,-0.0937697271651885,0.3116883116883117,False,-0.09315437955152325,0.32641012150060367,113
21,-0.10670846087492658,0.2817182817182817,False,-0.11455124272841398,0.22699391022803708,113
22,0.03508212361740519,0.7002997002997003,False,0.06595612175904239,0.4455197633319906,136
23,-0.03319634938054115,0.6863136863136863,False,0.022285441411065077,0.796774448963263,136
24,-0.10492758223770898,0.21078921078921078,False,-0.14749564130791012,0.08660432440679057,136
25,0.028556764421089238,0.7252747252747253,False,0.07480368816720404,0.38675629243497384,136
26,0.03832801963725731,0.6623376623376623,False,0.06989239584843454,0.4187772558904357,136
27,0.06993135492275074,0.42857142857142855,False,0.04323626628538346,0.6172180689197037,136
28,-0.10834728745238464,0.2077922077922078,False,-0.14634203063057755,0.08912355586031351,136
29,-0.021982534632280202,0.8191808191808192,False,-0.06277283204481293,0.46783256436601456,136
30,0.0022230062750933574,0.983016983016983,False,-0.01606849349305514,0.8527023374907736,136
31,0.11110087441909484,0.2097902097902098,False,0.09810517580244696,0.25584096980212784,136
32,0.06619421076578037,0.45254745254745254,False,0.07637481902691848,0.3768331752925991,136
33,-0.006933485842778649,0.9330669330669331,False,-0.0027995572922715345,0.9741954257220793,136
34,0.05308860430816906,0.5444555444555444,False,0.04566657162445024,0.5975555285340143,136
35,-0.11010459662056313,0.2137862137862138,False,-0.12844899807462815,0.13614166295295055,136
36,0.12588341228068495,0.14185814185814186,False,0.12201242971386243,0.1570520046018082,136
37,-0.08929463366094569,0.3106893106893107,False,-0.12351839846418786,0.15195613195378657,136
38,-0.012193350157155149,0.8901098901098901,False,-0.04648471810900198,0.5910001772395467,136
39,-0.05305350406555052,0.5494505494505495,False,-0.10505821421540759,0.22351226857529344,136
40,0.15659235085206413,0.06793206793206794,False,0.13694179299833814,0.11188886295840414,136
41,0.16987646026494246,0.04195804195804196,False,0.10678380340848881,0.21595746915607336,136
42,0.14194642690824383,0.0969030969030969,False,0.14076463674916412,0.10213694694740773,136
43,0.2156655575505984,0.012987012987012988,True,0.19361593428662505,0.023914212485136234,136
44,0.14328541322061888,0.27672327672327673,False,0.1754140696401492,0.16561537952685051,64
45,0.052925254787922656,0.6663336663336663,False,0.004487661113540403,0.9719251534054343,64
46,-0.24750902460838176,0.000999000999000999,True,-0.27154016347012827,0.0013850460691155733,136
47,-0.14512310320589603,0.08091908091908091,False,-0.1681616836300836,0.05035414066840602,136
48,-0.20200489381900621,0.01898101898101898,True,-0.22051467369755962,0.00988800486629389,136
