feature_idx,pearson_r,pearson_p_emp,pearson_sig,spearman_rho,spearman_p,n_used
0,0.05615823049553146,0.5634365634365635,False,0.07180670957408582,0.44976602978243424,113
1,-0.03294963435191079,0.7192807192807192,False,0.12422434853260902,0.18988324074900037,113
2,-0.013231445532577154,0.8821178821178821,False,0.11955334515704166,0.20721224286467077,113
3,0.13074571786191352,0.12187812187812187,False,0.11294445140139438,0.19047236808034843,136
4,0.06339000661178638,0.4595404595404595,False,0.14881707133032368,0.08378882533639304,136
5,0.08809732204012952,0.3196803196803197,False,0.08207574529486655,0.34214859441608825,136
6,-0.012262641464156256,0.8901098901098901,False,0.04845705382492077,0.5753329924390685,136
7,0.18791790107225947,0.030969030969030968,False,0.21338634237646126,0.012619878055585742,136
8,0.0510894876956645,0.5564435564435565,False,0.20361450296774836,0.01742674393771109,136
9,0.05850500676174353,0.47952047952047955,False,0.20161727157955764,0.018584438427943335,136
10,-0.028802807466729162,0.7442557442557443,False,-0.03997422026260476,0.6742113704444359,113
11,0.031066364301110726,0.7472527472527473,False,0.0322018049422537,0.7349173427316082,113
12,-0.05817431393564157,0.5174825174825175,False,-0.03015378189887824,0.7512077536989742,113
13,-0.06472304695539488,0.4915084915084915,False,-0.024891034160368378,0.7935574253814571,113
14,0.0979239756230536,0.28771228771228774,False,0.12315836932560621,0.19374201207963102,113
15,-0.3229791022682859,0.001998001998001998,True,-0.3160712284133913,0.0006486984101793529,113
16,0.12935043266563215,0.18181818181818182,False,0.11634281723043874,0.21976157474442398,113
17,-0.33204141248801866,0.000999000999000999,True,-0.34350130753532143,0.00019541382775281613,113
18,-0.15240311074547735,0.10589410589410589,False,-0.09970263000301324,0.29340101123442014,113
19,-0.2527762295335373,0.007992007992007992,True,-0.25719895945341026,0.005957917833573378,113
20,-0.16031460953047227,0.09290709290709291,False,-0.1399874111369495,0.13918488892846823,113
21,-0.27365355400444,0.003996003996003996,True,-0.28947630622923104,0.0018719676006820998,113
22,0.11113187996898544,0.18281718281718282,False,0.12172658504446379,0.15803353790531754,136
23,0.034658629279899184,0.6833166833166833,False,0.09149841843589498,0.2894082050385589,136
24,-0.1529861846305438,0.07492507492507493,False,-0.1567034128935407,0.06847552268900993,136
25,0.12008868196566089,0.15584415584415584,False,0.13870088174037723,0.10731492649646242,136
26,0.11727302644270003,0.17282717282717283,False,0.12729157293838578,0.13973613125342937,136
27,0.06755566722587716,0.43756243756243757,False,0.05707062444221151,0.50928778923598,136
28,-0.1550170552868108,0.07192807192807193,False,-0.15423998467394648,0.07299311946237781,136
29,-0.034969863850036684,0.6933066933066933,False,-0.043874547566965974,0.6120268982865368,136
30,0.038860471540803854,0.6533466533466533,False,0.011570647698093944,0.8936439522910905,136
31,0.1557399156550025,0.06293706293706294,False,0.16509544353409372,0.0547622394004534,136
32,0.05445485359391859,0.5384615384615384,False,0.03918367936386774,0.6506117695984079,136
33,0.0572636531050095,0.5184815184815185,False,0.04425742643980613,0.6089221223248752,136
34,0.09729403671540839,0.2647352647352647,False,0.08533141973562056,0.32327781141231227,136
35,-0.16789891795644013,0.05194805194805195,False,-0.1988610256407895,0.020291020893872008,136
36,0.12209938721761052,0.16983016983016982,False,0.10784180780675107,0.21141631254404558,136
37,-0.13626882141034713,0.11988011988011989,False,-0.18087053470375314,0.03509698617352327,136
38,-0.010178881565089684,0.9100899100899101,False,-0.06775992831980546,0.4331472969087339,136
39,-0.09491748995434185,0.2597402597402597,False,-0.14749987168602455,0.0865951919379334,136
40,0.16229476284749753,0.04595404595404595,False,0.15904643895186438,0.06439218843773487,136
41,0.13272521597005865,0.11688311688311688,False,0.1005935976982677,0.24392063564519814,136
42,0.18787483542161193,0.027972027972027972,False,0.20027213897087964,0.01940112843972892,136
43,0.23952057144837746,0.004995004995004995,True,0.25354768728984534,0.0028977304950183343,136
44,0.075141406335011,0.5674325674325674,False,0.11756270679874121,0.354872916356205,64
45,-0.05066014332678845,0.6993006993006993,False,-0.08981513092242414,0.48032002911513344,64
46,-0.22913648832089034,0.004995004995004995,True,-0.24085729949193588,0.00473344524233985,136
47,-0.11489024024123987,0.18181818181818182,False,-0.13169588399766025,0.1264347848736733,136
48,-0.20877922981137018,0.015984015984015984,True,-0.2503311094586762,0.003289119153768683,136
