feature_idx,train_pearson_r,train_pearson_p_emp,train_pearson_sig,train_spearman_rho,train_spearman_p,train_n_used,all_pearson_r,all_pearson_p_emp,all_pearson_sig,all_spearman_rho,all_spearman_p,all_n_used
0,0.30851068819084726,0.000999000999000999,True,0.33848216879701476,0.00024544745467304887,113,0.37476287995002777,0.000999000999000999,True,0.3844554955544097,4.3321279776720856e-09,218
1,0.19584689351170112,0.03996003996003996,False,0.34442615244074715,0.00018729661098420582,113,0.3033066917960128,0.000999000999000999,True,0.39266423930277894,1.8862525600265976e-09,218
2,0.19607730212185737,0.027972027972027972,False,0.30856647816682115,0.0008836629827064389,113,0.28158624117282993,0.000999000999000999,True,0.36870732836330367,2.0051020540648433e-08,218
3,0.296789722085932,0.001998001998001998,True,0.31169310307427434,0.00022089202938877222,136,0.3334081653162657,0.000999000999000999,True,0.32095681762775086,1.3613291221293018e-07,258
4,0.2855274124401756,0.000999000999000999,True,0.3591502659117667,1.7558247402232327e-05,136,0.3060167430855486,0.000999000999000999,True,0.3827922490805108,1.9825668724632638e-10,258
5,0.21174229528041108,0.011988011988011988,True,0.18863177047498392,0.027857760605932848,136,0.2984195337195491,0.000999000999000999,True,0.2740806625712381,7.938293457048345e-06,258
6,0.19142474670410461,0.017982017982017984,True,0.23226178129306208,0.006509923752978613,136,0.26575929996573133,0.000999000999000999,True,0.32204853128690814,1.2276167110922492e-07,258
7,0.3629625935599653,0.000999000999000999,True,0.3831046062979502,4.1571164350180045e-06,136,0.3910931051300394,0.000999000999000999,True,0.40316110662117166,1.6715234831153913e-11,258
8,0.24393542472406382,0.001998001998001998,True,0.35939872022513686,1.7307891531091216e-05,136,0.3381987843354544,0.000999000999000999,True,0.39453481917270894,4.86390712801465e-11,258
9,0.23367347996890275,0.005994005994005994,True,0.3564571118406139,2.0500086248611497e-05,136,0.3186169094830301,0.000999000999000999,True,0.40109210099925774,2.165680115691449e-11,258
10,-0.0769734858656833,0.43356643356643354,False,-0.10989496879649079,0.2465686569274745,113,-0.061541646734579805,0.3726273726273726,False,-0.0799408565034966,0.239831151628407,218
11,0.09579791609863786,0.3176823176823177,False,0.09123410914412831,0.3365246035802494,113,0.10371888473975975,0.12387612387612387,False,0.1106797105398192,0.10314749800654562,218
12,0.0569936442386829,0.5534465534465535,False,0.10063535026809757,0.2888857347994091,113,0.19615210154380475,0.007992007992007992,True,0.20763719481364054,0.0020578215731725793,218
13,0.05477783447469967,0.5634365634365635,False,0.08051244558493616,0.3965937147388909,113,0.27438232106820487,0.000999000999000999,True,0.28816327158436705,1.544405525572907e-05,218
14,0.2262632266039583,0.012987012987012988,True,0.21885272923990537,0.01986559371988514,113,0.28951267741483727,0.000999000999000999,True,0.29530771484674334,9.233108682176316e-06,218
15,-0.4512151087528744,0.000999000999000999,True,-0.4651260922055924,2.097871257784923e-07,113,-0.4130971359414125,0.000999000999000999,True,-0.44963244531624447,3.0211600730453767e-12,218
16,0.15717878902645818,0.0959040959040959,False,0.10615030075464395,0.2631350713297029,113,0.08652124570495812,0.21478521478521478,False,0.05976670729134877,0.37985858471870776,218
17,-0.4520727331349183,0.000999000999000999,True,-0.46288512289912576,2.4412156652092464e-07,113,-0.3756996130646385,0.000999000999000999,True,-0.40067810296215983,8.192011249678774e-10,218
18,-0.3176743931047703,0.000999000999000999,True,-0.2767180556440615,0.003007091839417133,113,-0.24865277133466546,0.000999000999000999,True,-0.23485486724208146,0.0004710692041380015,218
19,-0.3922848016583761,0.000999000999000999,True,-0.37293394785609735,4.741268021711985e-05,113,-0.22175333732964203,0.002997002997002997,True,-0.23411884690599155,0.0004913724424365565,218
20,-0.2475351277733725,0.005994005994005994,True,-0.21205067928180094,0.024147563401411158,113,-0.3539490946496677,0.000999000999000999,True,-0.3259874088560517,8.630099915057921e-07,218
21,-0.3596936274025061,0.000999000999000999,True,-0.365136374358503,6.993741897139496e-05,113,-0.3834518182186534,0.000999000999000999,True,-0.3825594746886273,5.232423144991179e-09,218
22,0.12915950128723197,0.13486513486513488,False,0.15865957994092006,0.06505235298098462,136,0.15628324869382776,0.014985014985014986,True,0.19934446480454593,0.0012874419223343875,258
23,0.02814622841760927,0.7382617382617382,False,0.136762154591388,0.11236438303068846,136,0.05796058458678029,0.35064935064935066,False,0.19480755477100975,0.0016662435556565635,258
24,-0.11419675567105379,0.18981018981018982,False,-0.14124149918339896,0.10096892157070748,136,0.00804455363980345,0.8881118881118881,False,-0.02859519988899011,0.647548769337596,258
25,0.1563785500093416,0.07392607392607392,False,0.19342884991005488,0.02405308953976218,136,0.19012644646374466,0.001998001998001998,True,0.2425605798370892,8.280872878286003e-05,258
26,0.1443700122773542,0.09490509490509491,False,0.17711686864378767,0.03913231515886166,136,0.16589847099393162,0.012987012987012988,True,0.22279951288167063,0.0003100528159677239,258
27,0.08536035917543572,0.3166833166833167,False,0.08440996398374608,0.32854945088876886,136,0.1219424216963417,0.04895104895104895,False,0.1466524851554522,0.018427886752731992,258
