feature_idx,train_pearson_r,train_pearson_p_emp,train_pearson_sig,train_spearman_rho,train_spearman_p,train_n_used,all_pearson_r,all_pearson_p_emp,all_pearson_sig,all_spearman_rho,all_spearman_p,all_n_used
12,-0.39277806999938053,0.000999000999000999,True,-0.41548279010592915,4.735781595884055e-06,113,-0.44287588664942157,0.000999000999000999,True,-0.46941584599782926,2.4041321388873645e-13,218
13,-0.36338665735601827,0.000999000999000999,True,-0.34814486138988826,0.00015771210540785864,113,-0.4169298870867791,0.000999000999000999,True,-0.42281698038754373,7.266081330105942e-11,218
14,-0.2563456292850078,0.003996003996003996,True,-0.2853864153525958,0.0021843335171891883,113,-0.31162961760366903,0.000999000999000999,True,-0.3197853975606696,1.4238277344849273e-06,218
15,0.6244257145017975,0.000999000999000999,True,0.665444411011828,8.98237052412327e-16,113,0.5281889002143034,0.000999000999000999,True,0.5644706872760206,9.637586259441875e-20,218
16,0.06488944446599254,0.5134865134865135,False,0.11428739284243143,0.2280730163246351,113,0.10644388951549202,0.09090909090909091,False,0.1438653115343749,0.03375467418461584,218
17,0.6033821370585231,0.000999000999000999,True,0.6336137508381203,5.004200244558625e-14,113,0.47982068409615675,0.000999000999000999,True,0.4998729415927538,3.5004377822628922e-15,218
18,0.2540650307538905,0.004995004995004995,True,0.2716045598975949,0.00361422944789536,113,0.2210484338215295,0.000999000999000999,True,0.25606100878693105,0.00013189617587997858,218
19,0.23032148482705278,0.02097902097902098,True,0.22703816306090369,0.015593927964526114,113,0.11013919896200304,0.1008991008991009,False,0.1215904171543494,0.0731981901550096,218
20,0.39234989133125847,0.000999000999000999,True,0.3725354899888333,4.837556772758164e-05,113,0.41802119663361387,0.000999000999000999,True,0.43311142963363336,2.214920933119075e-11,218
21,0.5449157818360153,0.000999000999000999,True,0.574610046523214,2.8329610062111055e-11,113,0.48112000544069033,0.000999000999000999,True,0.4953859478075652,6.703570443112115e-15,218
22,-0.12125984926623615,0.14485514485514486,False,-0.21032764423509576,0.01398151316531627,136,-0.22589017565751604,0.000999000999000999,True,-0.29232094575382894,1.776395161957789e-06,258
23,-0.0468925308195791,0.6143856143856143,False,-0.22102176461684,0.009715197114642206,136,-0.14309691882999495,0.01998001998001998,True,-0.2941298287707613,1.5224583764392074e-06,258
24,0.0056223633785218476,0.939060939060939,False,0.0035174756718196476,0.9675813356438837,136,1.8792949805952752e-06,1.0,False,-0.013007607069235531,0.8352856799768941,258
25,-0.2376103548452359,0.004995004995004995,True,-0.29643246566300324,0.0004580532435865819,136,-0.28988180219396664,0.000999000999000999,True,-0.38254856092985345,2.040034859960003e-10,258
26,-0.1621897849984228,0.052947052947052944,False,-0.25290525787956714,0.0029723642448996803,136,-0.25159102733494826,0.000999000999000999,True,-0.32567480418412176,8.682419276800972e-08,258
27,-0.052290951326340505,0.5534465534465535,False,-0.1337833962586501,0.1204811986108358,136,-0.18580831391122524,0.001998001998001998,True,-0.25164538289710114,4.343963426791513e-05,258
28,0.04195938150089779,0.6063936063936064,False,0.04267456173719287,0.6218021457381585,136,0.021261685278591003,0.7212787212787213,False,0.011239232426053703,0.857421171903147,258
29,-0.11154350264408394,0.2087912087912088,False,-0.10021946938874983,0.2456877586851854,136,-0.07397589241250696,0.23376623376623376,False,-0.07679503844035163,0.21894529339122598,258
30,0.03537366852880915,0.6663336663336663,False,0.043840424698382556,0.6123039374308652,136,0.005032865468898612,0.913086913086913,False,0.009051043727639173,0.884964864614656,258
31,-0.05511637724829684,0.5324675324675324,False,-0.11518179169877274,0.1817817016587995,136,-0.11024295954762663,0.07992007992007992,False,-0.14354768277000587,0.021083882912956146,258
32,-0.06399438773214086,0.4435564435564436,False,-0.09416891406351374,0.27550286311129,136,-0.122820185701938,0.04695304695304695,False,-0.15782430671146225,0.01112797417251891,258
33,0.13318666357063944,0.12887112887112886,False,0.13378091041011875,0.12048815689195715,136,0.005814196251739493,0.9170829170829171,False,-0.01381261893304134,0.8252507160310332,258
34,0.07447608951284673,0.3726273726273726,False,0.06548222201206587,0.4488030038008169,136,-0.016474659233106155,0.7992007992007992,False,-0.030971966053762096,0.6204684206926495,258
35,0.22914866844370152,0.005994005994005994,True,0.2577800068494882,0.002446876190880479,136,0.19807513427373558,0.001998001998001998,True,0.20071015374319584,0.0011899673092952972,258
36,-0.2684468274823375,0.006993006993006993,True,-0.25159272985502945,0.003130261020878376,136,-0.33631584795466857,0.000999000999000999,True,-0.3539791096974404,4.9574554653056775e-09,258
37,0.21688754608107802,0.011988011988011988,True,0.24497540106465215,0.004047407873655701,136,0.1679438484887008,0.006993006993006993,True,0.16543806858726412,0.007749367942773379,258
38,0.011640246623478175,0.9000999000999002,False,-0.011589025853019925,0.8934760176417225,136,-0.015272300784387727,0.8061938061938062,False,-0.059872112919156645,0.3381240982626755,258
39,0.17679408615430336,0.04595404595404595,False,0.21781502001143557,0.010854344938982973,136,0.12244259639350666,0.04895104895104895,False,0.12451022013903368,0.04571660635824837,258
40,-0.4662211241949601,0.000999000999000999,True,-0.48425572314404725,2.3271443969467937e-09,136,-0.5277556022415384,0.000999000999000999,True,-0.5626708861012617,6.054760943984887e-23,258
41,-0.20919483950712509,0.017982017982017984,True,-0.242188764861041,0.004501033766465592,136,-0.3212845805172385,0.000999000999000999,True,-0.3538620036715071,5.019522939343521e-09,258
42,-0.4856666107681684,0.000999000999000999,True,-0.5256625021302662,4.993991822468047e-11,136,-0.5214942452108224,0.000999000999000999,True,-0.5839900749482178,5.51293985554283e-25,258
43,-0.45918355541764566,0.000999000999000999,True,-0.554093151782988,2.6024320542180825e-12,136,-0.4780773286590194,0.000999000999000999,True,-0.6017032820154912,8.473475769246635e-27,258
44,-0.34056081289408463,0.005994005994005994,True,-0.44725552722847894,0.00021119786854468321,64,-0.39563260229870895,0.000999000999000999,True,-0.48515877308995214,3.59282873033151e-07,99
45,-0.019982530214103927,0.8981018981018981,False,-0.0687477577188651,0.5893476136923999,64,-0.046964081045850904,0.6113886113886113,False,-0.10423036050173713,0.3045581993557287,99
46,0.6797262684449885,0.000999000999000999,True,0.7101298640940263,3.6621517645161837e-22,136,0.5161299910547719,0.000999000999000999,True,0.5281039860061123,6.227692006135902e-20,258
47,0.575274527505047,0.000999000999000999,True,0.6455052598252664,2.183849554955205e-17,136,0.4557889432445194,0.000999000999000999,True,0.5036015754982517,5.367511895211024e-18,258
48,0.6511617028982123,0.000999000999000999,True,0.6680904059888967,6.395954620793032e-19,136,0.6867145938379733,0.000999000999000999,True,0.6835935961070553,7.087017107860483e-37,258
